TARIH;ISLEM  KODU;BULTEN ADI;PAZAR GRUBU;PAZAR;YAPISAL BAZDA PIYASA ALT BOLUMU;ENSTRUMAN GRUBU;ENSTRUMAN TIPI;ENSTRUMAN SINIFI;ISLEM YONTEMI;PIYASA YAPICI;BIST 100 ENDEKS;BIST 30 ENDEKS;BRUT TAKAS;OZSERMAYE HALI;GECICI DURDURMA;ONCEKI KAPANIS FIYATI;ACILIS FIYATI;ACILIS SEANSI FIYATI;EN DUSUK FIYAT;EN YUKSEK FIYAT;KAPANIS FIYATI;KAPANIS SEANSI FIYATI;DEGISIM (%);BEKLEYEN EN IYI ALIS;BEKLEYEN EN IYI SATIS;A.O.F;TOPLAM ISLEM HACMI;TOPLAM ISLEM ADEDI;TOPLAM SOZLESME SAYISI;REFERANS FIYAT;ACILIS SEANSI ISLEM HACMI;ACILIS SEANSI ISLEM MIKTARI;ACILIS SEANSI SOZLESME SAYISI;KAPANIS SEANSI ISLEM HACMI;KAPANIS SEANSI ISLEM MIKTARI;KAPANIS SEANSI SOZLESME SAYISI;KAPANIS FIYATINDAN ISLEMLER ISLEM HACMI;KAPANIS FIYATINDAN ISLEMLER ISLEM MIKTARI;KAPANIS FIYATINDAN ISLEMLER SOZLESME SAYISI;EN DUSUK ACIGA SATIS FIYATI;EN YUKSEK ACIGA SATIS FIYATI;ACIGA SATIS A.O.F;ACIGA SATIS ISLEM HACMI;ACIGA SATIS ISLEM ADEDI;ACIGA SATIS SOZLESME SAYISI;OZEL ISLEM BILDIRIMI EN DUSUK FIYAT;OZEL ISLEM BILDIRIMI EN YUKSEK FIYAT;OZEL ISLEM BILDIRIMI A.O.F.;OZEL ISLEM BILDIRIMI ISLEM HACMI;OZEL ISLEM BILDIRIMI ISLEM ADEDI;OZEL ISLEM BILDIRIMI SOZLESME SAYISI;ORTA NOKTA ISLEMLERI ISLEM HACMI;ORTA NOKTA ISLEMLERI ISLEM ADEDI;ORTA NOKTA ISLEMLERI SOZLESME SAYISI;ACIGA SATIS
2020-11-26;ASITG.V;ASELSP3011200015.80IYM00000.5NA;;K;MSPOT;EPW;MSPOTEPW;MSPOTEPWASEIYM;PY;1;0;0;0;;0;0.01;0.01;0;0.01;0.01;0.01;0;0;0;0.01;0.01;335.28;33528;11;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2020-11-26;ASITH.V;ASELSP3011200014.20IYM00000.5NA;;K;MSPOT;EPW;MSPOTEPW;MSPOTEPWASEIYM;PY;1;0;0;0;;0;0.01;0.01;0;0.01;0.01;0.01;0;0;0;0.01;0.01;11.59;1159;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2020-11-26;ASITI.V;ASELSP3112200018.90IYM00000.5NA;;K;MSPOT;EPW;MSPOTEPW;MSPOTEPWASEIYM;PY;1;0;0;0;;0;0.86;0.81;0;0.8;0.85;0.8;0;-6.977;0.8;0.82;0.821;216844.76;264220;88;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2020-11-26;ASITJ.V;ASELSP3112200018.00IYM00000.5NA;;K;MSPOT;EPW;MSPOTEPW;MSPOTEPWASEIYM;PY;1;0;0;0;;0;0.55;0.56;0;0.56;0.58;0.57;0;3.636;0.55;0.57;0.566;178378.06;314961;69;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2020-11-26;ASITK.V;ASELSP3112200016.50IYM00000.5NA;;K;MSPOT;EPW;MSPOTEPW;MSPOTEPWASEIYM;PY;1;0;0;0;;0;0.27;0.31;0;0.27;0.31;0.28;0;3.704;0.27;0.29;0.281;66573.12;237189;70;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2020-11-26;ASITL.V;ASELSP3112200015.00IYM00000.5NA;;K;MSPOT;EPW;MSPOTEPW;MSPOTEPWASEIYM;PY;1;0;0;0;;0;0.15;0.12;0;0.12;0.15;0.14;0;-6.667;0.12;0.14;0.13;120978.16;931112;236;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2020-11-26;ASITM.V;ASELSP2901210018.20IYM00000.5NA;;K;MSPOT;EPW;MSPOTEPW;MSPOTEPWASEIYM;PY;1;0;0;0;;0;0.88;0.83;0;0.82;0.86;0.82;0;-6.818;0.83;0.85;0.848;231623.51;273150;68;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2020-11-26;ASITN.V;ASELSP2901210017.30IYM00000.5NA;;K;MSPOT;EPW;MSPOTEPW;MSPOTEPWASEIYM;PY;1;0;0;0;;0;0.61;0.62;0;0.61;0.65;0.62;0;1.639;0.62;0.64;0.633;187064.46;295511;81;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2020-11-26;ASITO.V;ASELSP2901210016.00IYM00000.5NA;;K;MSPOT;EPW;MSPOTEPW;MSPOTEPWASEIYM;PY;1;0;0;0;;0;0.4;0.39;0;0.39;0.41;0.39;0;-2.5;0.39;0.41;0.4;85922.99;214905;57;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2020-11-26;ASIUA.V;ASELSP2901210015.10IYM00000.5NA;;K;MSPOT;EPW;MSPOTEPW;MSPOTEPWASEIYM;PY;1;0;0;0;;0;0.3;0.28;0;0.28;0.3;0.28;0;-6.667;0.28;0.3;0.29;60624.8;209051;66;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2020-11-26;CTIAJ.V;COTTNC2202210012.50IYM0000001NA;;K;MSPOT;ECW;MSPOTECW;MSPOTECWCTNIYM;PY;1;0;0;0;;1;0.76;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2020-11-26;CTIAK.V;COTTNC2202210013.00IYM0000001NA;;K;MSPOT;ECW;MSPOTECW;MSPOTECWCTNIYM;PY;1;0;0;0;;1;0.46;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2020-11-26;CTIAL.V;COTTNC2202210013.50IYM0000001NA;;K;MSPOT;ECW;MSPOTECW;MSPOTECWCTNIYM;PY;1;0;0;0;;1;0.32;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2020-11-26;CTIAM.V;COTTNC2202210014.00IYM0000001NA;;K;MSPOT;ECW;MSPOTECW;MSPOTECWCTNIYM;PY;1;0;0;0;;1;0.25;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2020-11-26;CTIRR.V;COTTNP2202210012.50IYM0000001NA;;K;MSPOT;EPW;MSPOTEPW;MSPOTEPWCTNIYM;PY;1;0;0;0;;1;0.79;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2020-11-26;CTIRS.V;COTTNP2202210012.00IYM0000001NA;;K;MSPOT;EPW;MSPOTEPW;MSPOTEPWCTNIYM;PY;1;0;0;0;;1;0.57;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2020-11-26;CTIRT.V;COTTNP2202210011.50IYM0000001NA;;K;MSPOT;EPW;MSPOTEPW;MSPOTEPWCTNIYM;PY;1;0;0;0;;1;0.36;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2020-11-26;CTIRU.V;COTTNP2202210011.00IYM0000001NA;;K;MSPOT;EPW;MSPOTEPW;MSPOTEPWCTNIYM;PY;1;0;0;0;;1;0.23;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2020-11-26;DAIFA.V;DAXC30112013000.0IYM000.0002NA;;K;MSPOT;ECW;MSPOTECW;MSPOTECWDAXIYM;PY;1;0;0;0;;0;0.7;0.72;0;0.67;0.74;0.71;0;1.429;0.7;0.72;0.701;37623.59;53680;30;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2020-11-26;DAIFB.V;DAXC30112013500.0IYM000.0002NA;;K;MSPOT;ECW;MSPOTECW;MSPOTECWDAXIYM;PY;1;0;0;0;;0;0.18;0.18;0;0.15;0.19;0.17;0;-5.556;0.17;0.18;0.174;236114.78;1359006;87;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2020-11-26;DAIFC.V;DAXC30112014000.0IYM000.0002NA;;K;MSPOT;ECW;MSPOTECW;MSPOTECWDAXIYM;PY;1;0;0;0;;0;0.03;0.02;0;0.01;0.02;0.02;0;-33.333;0.01;0.02;0.016;2882.99;175494;34;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2020-11-26;DAIFD.V;DAXC30112014500.0IYM000.0002NA;;K;MSPOT;ECW;MSPOTECW;MSPOTECWDAXIYM;PY;1;0;0;0;;0;0.01;0.01;0;0.01;0.01;0.01;0;0;0;0.01;0.01;0.16;16;12;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2020-11-26;DAIFE.V;DAXC31122013000.0IYM000.0002NA;;K;MSPOT;ECW;MSPOTECW;MSPOTECWDAXIYM;PY;1;0;0;0;;0;1.26;1.29;0;1.24;1.31;1.28;0;1.587;1.27;1.29;1.26;70709.71;56141;38;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2020-11-26;DAIFF.V;DAXC31122013500.0IYM000.0002NA;;K;MSPOT;ECW;MSPOTECW;MSPOTECWDAXIYM;PY;1;0;0;0;;0;0.7;0.73;0;0.69;0.74;0.71;0;1.429;0.71;0.72;0.711;169866.16;238872;70;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2020-11-26;DAIFG.V;DAXC31122014000.0IYM000.0002NA;;K;MSPOT;ECW;MSPOTECW;MSPOTECWDAXIYM;PY;1;0;0;0;;0;0.34;0.34;0;0.34;0.37;0.35;0;2.941;0.35;0.36;0.349;116934.61;334832;68;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2020-11-26;DAIFH.V;DAXC31122014500.0IYM000.0002NA;;K;MSPOT;ECW;MSPOTECW;MSPOTECWDAXIYM;PY;1;0;0;0;;0;0.16;0.16;0;0.15;0.17;0.17;0;6.25;0.16;0.17;0.163;57138.5;351059;138;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2020-11-26;DAIPL.V;DAXP30112013000.0IYM000.0002NA;;K;MSPOT;EPW;MSPOTEPW;MSPOTEPWDAXIYM;PY;1;0;0;0;;0;0.2;0.13;0;0.12;0.15;0.12;0;-40;0.12;0.13;0.131;366910.35;2790481;319;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2020-11-26;DAIPM.V;DAXP30112012500.0IYM000.0002NA;;K;MSPOT;EPW;MSPOTEPW;MSPOTEPWDAXIYM;PY;1;0;0;0;;0;0.04;0.04;0;0.02;0.04;0.02;0;-50;0.01;0.02;0.022;743.06;33736;14;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2020-11-26;DAIPN.V;DAXP30112012000.0IYM000.0002NA;;K;MSPOT;EPW;MSPOTEPW;MSPOTEPWDAXIYM;PY;1;0;0;0;;0;0.01;0.01;0;0.01;0.02;0.02;0;100;0.01;0.02;0.017;3110.17;187580;38;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2020-11-26;DAIPO.V;DAXP30112011500.0IYM000.0002NA;;K;MSPOT;EPW;MSPOTEPW;MSPOTEPWDAXIYM;PY;1;0;0;0;;0;0.01;0.01;0;0.01;0.01;0.01;0;0;0;0.01;0.01;512.11;51211;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2020-11-26;DAIRA.V;DAXP31122013000.0IYM000.0002NA;;K;MSPOT;EPW;MSPOTEPW;MSPOTEPWDAXIYM;PY;1;0;0;0;;0;0.75;0.72;0;0.68;0.72;0.69;0;-8;0.68;0.69;0.699;674859.03;965540;300;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2020-11-26;DAIRB.V;DAXP31122012500.0IYM000.0002NA;;K;MSPOT;EPW;MSPOTEPW;MSPOTEPWDAXIYM;PY;1;0;0;0;;0;0.48;0.48;0;0.43;0.48;0.44;0;-8.333;0.43;0.44;0.443;330439.43;745578;170;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2020-11-26;DAIRC.V;DAXP31122012000.0IYM000.0002NA;;K;MSPOT;EPW;MSPOTEPW;MSPOTEPWDAXIYM;PY;1;0;0;0;;0;0.3;0.3;0;0.27;0.3;0.28;0;-6.667;0.27;0.28;0.276;179968.63;651740;97;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2020-11-26;DAIRD.V;DAXP31122011500.0IYM000.0002NA;;K;MSPOT;EPW;MSPOTEPW;MSPOTEPWDAXIYM;PY;1;0;0;0;;0;0.19;0.17;0;0.16;0.18;0.16;0;-15.789;0.16;0.17;0.166;49666.85;298519;77;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2020-11-26;DJIST.F;QNB FINANSPORTFOY DJIST HSY BYF;;K;MSPOT;ETF;MSPOTETF;MSPOTETFDJIST;PY;1;0;0;0;;0;42.25;42.53;0;42.32;42.92;42.89;42.89;1.515;42.88;42.9;42.749;81265.18;1901;52;0;0;0;0;12867;300;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2020-11-26;EDAAA.V;EREGLC3011200010.90AKM0000001NA;;K;MSPOT;ECW;MSPOTECW;MSPOTECWEREAKM;PY;1;0;0;0;;0;0.81;0.86;0;0.8;1.02;1;0;23.457;0.99;1.01;0.906;280343.87;309551;194;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2020-11-26;EDAAB.V;EREGLC3011200010.00AKM0000001NA;;K;MSPOT;ECW;MSPOTECW;MSPOTECWEREAKM;PY;1;0;0;0;;0;1.54;1.8;0;1.74;1.8;1.8;0;16.883;1.88;1.93;1.782;10203.07;5727;10;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2020-11-26;EDAAC.V;EREGLC3011200009.10AKM0000001NA;;K;MSPOT;ECW;MSPOTECW;MSPOTECWEREAKM;PY;1;0;0;0;;0;2.31;2.7;0;2.64;2.7;2.64;0;14.286;2.78;2.83;2.695;59.28;22;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2020-11-26;EDAAD.V;EREGLC3112200011.60AKM0000001NA;;K;MSPOT;ECW;MSPOTECW;MSPOTECWEREAKM;PY;1;0;0;0;;0;0.77;0.82;0;0.76;0.9;0.86;0;11.688;0.87;0.89;0.822;125104.87;152246;42;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2020-11-26;EDAAE.V;EREGLC3112200010.70AKM0000001NA;;K;MSPOT;ECW;MSPOTECW;MSPOTECWEREAKM;PY;1;0;0;0;;0;1.39;1.45;0;1.43;1.45;1.43;0;2.878;1.47;1.52;1.43;715.02;500;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2020-11-26;EDAAF.V;EREGLC3112200009.70AKM0000001NA;;K;MSPOT;ECW;MSPOTECW;MSPOTECWEREAKM;PY;1;0;0;0;;0;2.16;0;0;0;0;0;0;0;2.32;2.37;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2020-11-26;EDAAG.V;EREGLC2901210013.10AKM0000001NA;;K;MSPOT;ECW;MSPOTECW;MSPOTECWEREAKM;PY;1;0;0;0;;0;0.59;0.59;0;0.59;0.66;0.66;0;11.864;0.65;0.66;0.628;7335.19;11689;15;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2020-11-26;EDAAH.V;EREGLC2901210012.10AKM0000001NA;;K;MSPOT;ECW;MSPOTECW;MSPOTECWEREAKM;PY;1;0;0;0;;0;0.78;0.79;0;0.79;1.04;1.03;0;32.051;1.02;1.04;1.027;12374.52;12051;15;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2020-11-26;EDAAI.V;EREGLC2901210011.10AKM0000001NA;;K;MSPOT;ECW;MSPOTECW;MSPOTECWEREAKM;PY;1;0;0;0;;0;1.26;1.53;0;1.53;1.62;1.62;0;28.571;1.56;1.61;1.618;712.08;440;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2020-11-26;EDAPA.V;EREGLP3011200010.50AKM0000001NA;;K;MSPOT;EPW;MSPOTEPW;MSPOTEPWEREAKM;PY;1;0;0;0;;0;0.04;0.04;0;0.02;0.04;0.03;0;-25;0.02;0.03;0.027;1328.17;50059;20;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2020-11-26;EDAPB.V;EREGLP3011200009.50AKM0000001NA;;K;MSPOT;EPW;MSPOTEPW;MSPOTEPWEREAKM;PY;1;0;0;0;;0;0.02;0.02;0;0.02;0.02;0.02;0;0;0;0.02;0.02;0.02;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2020-11-26;EDAPC.V;EREGLP3011200008.60AKM0000001NA;;K;MSPOT;EPW;MSPOTEPW;MSPOTEPWEREAKM;PY;1;0;0;0;;0;0.01;0.01;0;0.01;0.03;0.01;0;0;0.01;0.03;0.019;7054.94;363959;104;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2020-11-26;EDAPD.V;EREGLP3112200010.80AKM0000001NA;;K;MSPOT;EPW;MSPOTEPW;MSPOTEPWEREAKM;PY;1;0;0;0;;0;0.23;0.2;0;0.17;0.22;0.18;0;-21.739;0.17;0.18;0.197;663746.64;3371570;359;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2020-11-26;EDAPE.V;EREGLP3112200009.80AKM0000001NA;;K;MSPOT;EPW;MSPOTEPW;MSPOTEPWEREAKM;PY;1;0;0;0;;0;0.05;0.05;0;0.04;0.05;0.05;0;0;0.04;0.05;0.049;3099.4;62782;8;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2020-11-26;EDAPF.V;EREGLP3112200008.80AKM0000001NA;;K;MSPOT;EPW;MSPOTEPW;MSPOTEPWEREAKM;PY;1;0;0;0;;0;0.05;0.04;0;0.04;0.05;0.05;0;0;0.04;0.05;0.04;1124.01;28087;18;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2020-11-26;EDAPG.V;EREGLP2901210012.00AKM0000001NA;;K;MSPOT;EPW;MSPOTEPW;MSPOTEPWEREAKM;PY;1;0;0;0;;0;0.97;0;0;0;0;0;0;0;0.88;0.9;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2020-11-26;EDAPH.V;EREGLP2901210011.00AKM0000001NA;;K;MSPOT;EPW;MSPOTEPW;MSPOTEPWEREAKM;PY;1;0;0;0;;0;0.52;0.51;0;0.47;0.52;0.48;0;-7.692;0.46;0.47;0.505;4076.43;8069;8;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2020-11-26;EDAPI.V;EREGLP2901210009.90AKM0000001NA;;K;MSPOT;EPW;MSPOTEPW;MSPOTEPWEREAKM;PY;1;0;0;0;;0;0.23;0.22;0;0.19;0.22;0.2;0;-13.043;0.19;0.2;0.2;2216.93;11066;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2020-11-26;EDIHD.V;EREGLC3011200009.20IYM0000001NA;;K;MSPOT;ECW;MSPOTECW;MSPOTECWEREIYM;PY;1;0;0;0;;0;2.45;2.56;0;2.56;2.56;2.56;0;4.49;2.68;2.71;2.56;2.56;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2020-11-26;EDIHE.V;EREGLC3011200010.10IYM0000001NA;;K;MSPOT;ECW;MSPOTECW;MSPOTECWEREIYM;PY;1;0;0;0;;0;1.57;1.68;0;1.59;1.78;1.78;0;13.376;1.78;1.81;1.721;2754.2;1600;9;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2020-11-26;EDIHF.V;EREGLC3011200010.60IYM0000001NA;;K;MSPOT;ECW;MSPOTECW;MSPOTECWEREIYM;PY;1;0;0;0;;0;1.18;1.16;0;1.16;1.16;1.16;0;-1.695;1.28;1.31;1.16;12.76;11;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2020-11-26;EDIHG.V;EREGLC3011200011.90IYM0000001NA;;K;MSPOT;ECW;MSPOTECW;MSPOTECWEREIYM;PY;1;0;0;0;;0;0.16;0.18;0;0.15;0.25;0.24;0;50;0.23;0.24;0.198;1315119.37;6625293;1097;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2020-11-26;EDIHH.V;EREGLC3112200010.00IYM0000001NA;;K;MSPOT;ECW;MSPOTECW;MSPOTECWEREIYM;PY;1;0;0;0;;0;1.96;1.91;0;1.85;1.91;1.87;0;-4.592;2.02;2.05;1.869;6217.83;3327;7;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2020-11-26;EDIHI.V;EREGLC3112200010.50IYM0000001NA;;K;MSPOT;ECW;MSPOTECW;MSPOTECWEREIYM;PY;1;0;0;0;;0;1.45;1.47;0;1.47;1.53;1.53;0;5.517;1.58;1.61;1.513;13181.64;8712;7;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2020-11-26;EDIHJ.V;EREGLC3112200011.00IYM0000001NA;;K;MSPOT;ECW;MSPOTECW;MSPOTECWEREIYM;PY;1;0;0;0;;0;1.13;1.1;0;1.09;1.2;1.2;0;6.195;1.19;1.2;1.111;7901.66;7110;6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2020-11-26;EDIHK.V;EREGLC3112200012.00IYM0000001NA;;K;MSPOT;ECW;MSPOTECW;MSPOTECWEREIYM;PY;1;0;0;0;;0;0.56;0.57;0;0.54;0.68;0.66;0;17.857;0.66;0.67;0.61;437924.55;717840;223;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2020-11-26;EDIHL.V;EREGLC2901210010.60IYM0000001NA;;K;MSPOT;ECW;MSPOTECW;MSPOTECWEREIYM;PY;1;0;0;0;;0;1.72;1.69;0;1.64;1.82;1.81;0;5.233;1.78;1.81;1.762;4872.51;2765;25;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2020-11-26;EDIHM.V;EREGLC2901210011.40IYM0000001NA;;K;MSPOT;ECW;MSPOTECW;MSPOTECWEREIYM;PY;1;0;0;0;;0;1.19;1.2;0;1.15;1.24;1.21;0;1.681;1.27;1.3;1.201;8425.83;7016;10;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2020-11-26;EDIHN.V;EREGLC2901210012.10IYM0000001NA;;K;MSPOT;ECW;MSPOTECW;MSPOTECWEREIYM;PY;1;0;0;0;;0;0.91;0.89;0;0.85;0.98;0.98;0;7.692;0.94;0.97;0.896;33056.7;36895;23;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2020-11-26;EDIHO.V;EREGLC2901210013.20IYM0000001NA;;K;MSPOT;ECW;MSPOTECW;MSPOTECWEREIYM;PY;1;0;0;0;;0;0.53;0.57;0;0.53;0.62;0.62;0;16.981;0.6;0.62;0.572;167549.28;293107;103;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2020-11-26;EDISO.V;EREGLP3011200009.60IYM0000001NA;;K;MSPOT;EPW;MSPOTEPW;MSPOTEPWEREIYM;PY;1;0;0;0;;0;0.01;0.01;0;0.01;0.01;0.01;0;0;0;0.01;0.01;1887.69;188769;26;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2020-11-26;EDITA.V;EREGLP3011200009.20IYM0000001NA;;K;MSPOT;EPW;MSPOTEPW;MSPOTEPWEREIYM;PY;1;0;0;0;;0;0.01;0.01;0;0.01;0.05;0.02;0;100;0.01;0.02;0.022;91537;4247719;482;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2020-11-26;EDITB.V;EREGLP3011200008.70IYM0000001NA;;K;MSPOT;EPW;MSPOTEPW;MSPOTEPWEREIYM;PY;1;0;0;0;;0;0.01;0.01;0;0.01;0.03;0.01;0;0;0;0.01;0.01;8185.76;811816;153;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2020-11-26;EDITC.V;EREGLP3011200007.80IYM0000001NA;;K;MSPOT;EPW;MSPOTEPW;MSPOTEPWEREIYM;PY;1;0;0;0;;0;0.01;0.01;0;0.01;0.01;0.01;0;0;0;0.01;0.01;306.14;30614;10;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2020-11-26;EDITD.V;EREGLP3112200010.00IYM0000001NA;;K;MSPOT;EPW;MSPOTEPW;MSPOTEPWEREIYM;PY;1;0;0;0;;0;0.08;0.08;0;0.06;0.09;0.07;0;-12.5;0.06;0.07;0.074;67191.66;903472;120;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
