TARIH;ISLEM  KODU;BULTEN ADI;PAZAR GRUBU;PAZAR;YAPISAL BAZDA PIYASA ALT BOLUMU;ENSTRUMAN GRUBU;ENSTRUMAN TIPI;ENSTRUMAN SINIFI;ISLEM YONTEMI;PIYASA YAPICI;BIST 100 ENDEKS;BIST 30 ENDEKS;BRUT TAKAS;OZSERMAYE HALI;GECICI DURDURMA;ONCEKI KAPANIS FIYATI;ACILIS FIYATI;ACILIS SEANSI FIYATI;EN DUSUK FIYAT;EN YUKSEK FIYAT;KAPANIS FIYATI;KAPANIS SEANSI FIYATI;DEGISIM (%);BEKLEYEN EN IYI ALIS;BEKLEYEN EN IYI SATIS;A.O.F;TOPLAM ISLEM HACMI;TOPLAM ISLEM ADEDI;TOPLAM SOZLESME SAYISI;REFERANS FIYAT;ACILIS SEANSI ISLEM HACMI;ACILIS SEANSI ISLEM MIKTARI;ACILIS SEANSI SOZLESME SAYISI;KAPANIS SEANSI ISLEM HACMI;KAPANIS SEANSI ISLEM MIKTARI;KAPANIS SEANSI SOZLESME SAYISI;KAPANIS FIYATINDAN ISLEMLER ISLEM HACMI;KAPANIS FIYATINDAN ISLEMLER ISLEM MIKTARI;KAPANIS FIYATINDAN ISLEMLER SOZLESME SAYISI;EN DUSUK ACIGA SATIS FIYATI;EN YUKSEK ACIGA SATIS FIYATI;ACIGA SATIS A.O.F;ACIGA SATIS ISLEM HACMI;ACIGA SATIS ISLEM ADEDI;ACIGA SATIS SOZLESME SAYISI;OZEL ISLEM BILDIRIMI EN DUSUK FIYAT;OZEL ISLEM BILDIRIMI EN YUKSEK FIYAT;OZEL ISLEM BILDIRIMI A.O.F.;OZEL ISLEM BILDIRIMI ISLEM HACMI;OZEL ISLEM BILDIRIMI ISLEM ADEDI;OZEL ISLEM BILDIRIMI SOZLESME SAYISI;ORTA NOKTA ISLEMLERI ISLEM HACMI;ORTA NOKTA ISLEMLERI ISLEM ADEDI;ORTA NOKTA ISLEMLERI SOZLESME SAYISI;ACIGA SATIS
2020-11-26;AKSGY.E;AKIS GMYO;;Z;MSPOT;EQT;MSPOTEQT;MSPOTEQTAKSGY;SI;0;1;0;0;;0;3.66;3.7;3.7;3.67;3.77;3.71;3.71;1.366;3.71;3.72;3.717;22996212.5;6187335;7706;0;229037.4;61902;40;88335.1;23810;15;2968;800;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2020-11-26;ALARK.E;ALARKO HOLDING;;Z;MSPOT;EQT;MSPOTEQT;MSPOTEQTALARK;SI;0;1;0;0;;0;6.4;6.42;6.42;6.26;6.43;6.32;6.32;-1.25;6.32;6.33;6.336;60183530.91;9498889;6435;0;173275.8;26990;48;1539204.4;243545;83;1896000;300000;27;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2020-11-26;ALBRK.E;ALBARAKA TURK;;Z;MSPOT;EQT;MSPOTEQT;MSPOTEQTALBRK;SI;0;1;0;0;;0;1.72;1.73;1.73;1.7;1.74;1.73;1.73;0.581;1.73;1.74;1.722;105594527.74;61332303;17545;0;1809239.19;1045803;83;1378169.9;796630;94;464928.85;268745;27;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2020-11-26;ALCTL.E;ALCATEL LUCENT TELETAS;;Z;MSPOT;EQT;MSPOTEQT;MSPOTEQTALCTL;SI;0;1;0;0;;0;27.28;27.4;27.4;27.26;28.88;28.3;28.3;3.739;28.22;28.3;28.124;85144263.06;3027471;11515;0;50553;1845;26;652116.9;23043;90;152338.9;5383;21;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2020-11-26;ALGYO.E;ALARKO GMYO;;Z;MSPOT;EQT;MSPOTEQT;MSPOTEQTALGYO;SI;0;1;0;0;;0;18.37;18.48;18.48;18.04;18.64;18.11;18.11;-1.415;18.11;18.12;18.297;53023602.7;2897881;8580;0;738959.76;39987;102;627656.38;34658;54;111231.62;6142;9;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2020-11-26;ALKIM.E;ALKIM KIMYA;;Z;MSPOT;EQT;MSPOTEQT;MSPOTEQTALKIM;SI;0;1;0;0;;0;14.06;14.07;14.07;14.05;14.21;14.07;14.07;0.071;14.07;14.08;14.098;29466543.59;2090153;5723;0;313493.67;22281;65;798402.15;56745;76;14576.52;1036;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2020-11-26;ANHYT.E;ANADOLU HAYAT EMEK.;;Z;MSPOT;EQT;MSPOTEQT;MSPOTEQTANHYT;SI;0;0;0;0;;0;8.37;8.4;8.4;8.25;8.45;8.34;8.34;-0.358;8.33;8.34;8.33;12141373.67;1457485;3824;0;33818.4;4026;20;423922.2;50830;24;2110.02;253;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2020-11-26;ANSGR.E;ANADOLU SIGORTA;;Z;MSPOT;EQT;MSPOTEQT;MSPOTEQTANSGR;SI;0;0;0;0;;0;7.08;7.11;7.11;7.06;7.18;7.09;7.09;0.141;7.08;7.09;7.122;4191441.14;588536;1063;0;7173.99;1009;6;156930.06;22134;23;340071.85;47965;20;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2020-11-26;ARCLK.AOF;ARCELIK AOF;;Z;MSPOT;AOF;MSPOTAOF;MSPOTAOFARCLK;SI;0;0;0;0;;0;0;0;0;0;0;0;0;0;0;0;0;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2020-11-26;ARCLK.E;ARCELIK;;Z;MSPOT;EQT;MSPOTEQT;MSPOTEQTARCLK;SI;0;1;1;0;;0;28.76;28.8;28.8;28.54;29.02;28.58;28.58;-0.626;28.58;28.62;28.721;95724380.48;3332938;7675;0;982224;34105;65;6821903.1;238695;218;1106160.32;38704;19;28.56;29;28.717;12573256.42;437830;1270;0;0;0;0;0;0;0;0;0;1
2020-11-26;ARDYZ.E;ARD BILISIM TEKNOLOJILERI;;Z;MSPOT;EQT;MSPOTEQT;MSPOTEQTARDYZ;SI;0;1;0;0;;0;35.24;35.44;35.44;35.4;36.78;36.06;36.06;2.327;36.06;36.08;36.11;72947227;2020137;8866;0;94908.32;2678;19;522942.12;14502;45;325657.86;9031;20;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2020-11-26;ASELS.AOF;ASELSAN AOF;;Z;MSPOT;AOF;MSPOTAOF;MSPOTAOFASELS;SI;0;0;0;0;;0;0;0;0;0;0;0;0;0;0;0;0;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2020-11-26;ASELS.E;ASELSAN;;Z;MSPOT;EQT;MSPOTEQT;MSPOTEQTASELS;SI;0;1;1;0;;0;18.18;18.28;18.28;18.12;18.39;18.28;18.28;0.55;18.28;18.29;18.257;369355794.63;20231196;25897;0;2220818.92;121489;262;13212491.52;722784;251;890711.28;48726;19;18.12;18.38;18.225;26614629.63;1460314;2195;0;0;0;0;0;0;0;0;0;1
2020-11-26;AVISA.E;AVIVASA EMEKLILIK HAYAT;;Z;MSPOT;EQT;MSPOTEQT;MSPOTEQTAVISA;SI;0;0;0;0;;0;14.99;15.1;15.1;14.8;15.4;14.82;14.82;-1.134;14.82;14.86;15.039;14650988.46;974185;3717;0;265186.2;17562;56;237342.3;16015;21;47424;3200;18;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2020-11-26;AYGAZ.E;AYGAZ;;Z;MSPOT;EQT;MSPOTEQT;MSPOTEQTAYGAZ;SI;0;1;0;0;;0;13.08;13.14;13.14;12.85;13.19;13.1;13.1;0.153;13.1;13.11;13.006;16797641.48;1291494;2778;0;312758.28;23802;60;597805.4;45634;51;124882.3;9533;25;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2020-11-26;BAGFS.E;BAGFAS;;Z;MSPOT;EQT;MSPOTEQT;MSPOTEQTBAGFS;SI;0;1;0;0;;0;20;20.6;20.6;19.78;22;21.56;21.56;7.8;21.54;21.56;21.384;365067695.1;17072131;34743;0;373292.6;18121;89;1712489.24;79429;117;1054176.2;48895;77;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2020-11-26;BIMAS.AOF;BIM MAGAZALAR AOF;;Z;MSPOT;AOF;MSPOTAOF;MSPOTAOFBIMAS;SI;0;0;0;0;;0;0;0;0;0;0;0;0;0;0;0;0;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2020-11-26;BIMAS.E;BIM MAGAZALAR;;Z;MSPOT;EQT;MSPOTEQT;MSPOTEQTBIMAS;SI;0;1;1;0;;0;69.5;69.55;69.55;69.25;70.45;70.3;70.3;1.151;70.25;70.3;69.997;217660695.8;3109580;13700;0;1022245.9;14698;93;7562592.8;107576;229;15747.2;224;7;69.3;70.4;69.962;30765492.85;439743;2115;0;0;0;0;0;0;0;0;0;1
2020-11-26;BIZIM.E;BIZIM MAGAZALARI;;Z;MSPOT;EQT;MSPOTEQT;MSPOTEQTBIZIM;SI;0;1;0;0;;0;15.91;16;16;15.7;16.06;15.71;15.71;-1.257;15.71;15.72;15.788;39112548.1;2477368;7547;0;784304;49019;118;890568.48;56688;176;21365.6;1360;12;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2020-11-26;BRISA.E;BRISA;;Z;MSPOT;EQT;MSPOTEQT;MSPOTEQTBRISA;SI;0;1;0;0;;0;19.09;19.2;19.2;19.04;20.24;19.19;19.19;0.524;19.19;19.2;19.627;136983313.51;6979499;13164;0;83424;4345;52;591397.42;30818;58;75090.47;3913;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2020-11-26;BRSAN.E;BORUSAN MANNESMANN;;Z;MSPOT;EQT;MSPOTEQT;MSPOTEQTBRSAN;SI;0;1;0;0;;0;16.48;16.5;16.5;16.4;16.96;16.41;16.41;-0.425;16.41;16.42;16.583;36828942.52;2220891;4295;0;117100.5;7097;15;640613.58;39038;50;137466.57;8377;12;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2020-11-26;BSOKE.E;BATISOKE CIMENTO;;Z;MSPOT;EQT;MSPOTEQT;MSPOTEQTBSOKE;SI;0;0;0;0;;0;2.44;2.46;2.46;2.41;2.53;2.48;2.48;1.639;2.48;2.49;2.482;150455172.94;60612516;10838;0;343627.56;139686;73;2238715.84;902708;90;1040077.28;419386;90;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2020-11-26;BUCIM.E;BURSA CIMENTO;;Z;MSPOT;EQT;MSPOTEQT;MSPOTEQTBUCIM;SI;0;1;0;0;;0;9.25;9.3;9.3;9.15;9.41;9.16;9.16;-0.973;9.15;9.16;9.22;33457110.7;3628628;5364;0;93483.6;10052;23;231977;25325;37;401940.8;43880;32;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2020-11-26;CCOLA.E;COCA COLA ICECEK;;Z;MSPOT;EQT;MSPOTEQT;MSPOTEQTCCOLA;SI;0;1;0;0;;0;61.4;61.8;61.8;60.5;62.4;61.3;61.3;-0.163;61.1;61.3;61.143;26611155.6;435229;3592;0;119026.8;1926;26;152759.6;2492;25;1900.3;31;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2020-11-26;CEMTS.E;CEMTAS;;Z;MSPOT;EQT;MSPOTEQT;MSPOTEQTCEMTS;SI;0;1;0;0;;0;14.73;14.84;14.84;14.84;16.16;15.81;15.81;7.332;15.81;15.82;15.459;314503070.56;20343986;64934;0;444309.6;29940;84;4425045.09;279889;338;885486.48;56008;76;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2020-11-26;CIMSA.E;CIMSA;;Z;MSPOT;EQT;MSPOTEQT;MSPOTEQTCIMSA;SI;0;1;0;0;;0;15.29;15.33;15.33;15.16;15.51;15.2;15.2;-0.589;15.2;15.22;15.303;19588670.58;1280032;3268;0;36178.8;2360;18;169784;11170;21;27542.4;1812;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2020-11-26;CLEBI.E;CELEBI;;Z;MSPOT;EQT;MSPOTEQT;MSPOTEQTCLEBI;SI;0;1;0;0;;0;99.05;105;105;97.2;108;97.2;97.2;-1.868;97.2;97.4;102.028;101230955.3;992185;10187;0;3056235;29107;197;2090188.8;21504;85;262245.6;2698;11;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2020-11-26;DEVA.E;DEVA HOLDING;;Z;MSPOT;EQT;MSPOTEQT;MSPOTEQTDEVA;SI;0;1;0;0;;0;23.32;23.44;23.44;23.4;24.44;24.02;24.02;3.002;24.02;24.04;24.022;166359898.34;6925454;14564;0;172565.28;7362;51;1183345.3;49265;105;585127.2;24360;35;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2020-11-26;DOAS.E;DOGUS OTOMOTIV;;Z;MSPOT;EQT;MSPOTEQT;MSPOTEQTDOAS;SI;0;1;0;1;;0;28.04;28.06;28.06;27;29.1;28.54;28.54;1.783;28.52;28.54;28.092;17507254.72;623214;4411;0;51826.82;1847;28;93211.64;3266;23;42496.06;1489;8;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2020-11-26;DOCO.E;DO-CO;;Z;MSPOT;EQT;MSPOTEQT;MSPOTEQTDOCO;SI;0;1;0;0;;0;475;476;476;452.2;495.7;470.1;470.1;-1.032;470.1;470.4;473.392;290964757.6;614638;25295;0;1767388;3713;150;860283;1830;94;640746.3;1363;13;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2020-11-26;DOHOL.AOF;DOGAN HOLDING AOF;;Z;MSPOT;AOF;MSPOTAOF;MSPOTAOFDOHOL;SI;0;0;0;0;;0;0;0;0;0;0;0;0;0;0;0;0;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2020-11-26;DOHOL.E;DOGAN HOLDING;;Z;MSPOT;EQT;MSPOTEQT;MSPOTEQTDOHOL;SI;0;1;1;0;;0;2.47;2.48;2.48;2.44;2.49;2.47;2.47;0;2.46;2.47;2.462;120250521.61;48847166;9989;0;846183.44;341203;67;9395630.53;3803899;105;980387.46;396918;34;2.44;2.49;2.458;21178146.69;8616126;2468;0;0;0;0;0;0;0;0;0;1
2020-11-26;ECILC.E;ECZACIBASI ILAC;;Z;MSPOT;EQT;MSPOTEQT;MSPOTEQTECILC;SI;0;1;0;0;;0;6.86;6.89;6.89;6.89;7.15;6.97;6.97;1.603;6.97;6.98;7.024;567173065.15;80747125;34053;0;1362435.49;197741;137;5374392.75;771075;286;1200645.23;172259;47;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2020-11-26;ECZYT.E;ECZACIBASI YATIRIM;;Z;MSPOT;EQT;MSPOTEQT;MSPOTEQTECZYT;SI;0;0;0;0;;0;20.76;20.88;20.88;20.24;21.22;20.4;20.4;-1.734;20.38;20.4;20.716;108204713.52;5223151;7073;0;902642.4;43230;82;1257864;61660;37;917673.6;44984;27;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2020-11-26;EGEEN.E;EGE ENDUSTRI;;Z;MSPOT;EQT;MSPOTEQT;MSPOTEQTEGEEN;SI;0;1;0;0;;0;1672.8;1692;1692;1650.9;1732.4;1675.4;1675.4;0.155;1675.4;1675.6;1694.951;186832712.3;110229;17326;0;1434816;848;108;469112;280;34;73717.6;44;9;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2020-11-26;EGGUB.E;EGE GUBRE;;Z;MSPOT;EQT;MSPOTEQT;MSPOTEQTEGGUB;SI;0;0;0;0;;0;137.8;138.8;138.8;135.7;149.5;144.1;144.1;4.572;144.1;144.2;144.283;167381018;1160091;18472;0;128390;925;21;568186.3;3943;54;78390.4;544;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2020-11-26;EKGYO.AOF;EMLAK KONUT GMYO AOF;;Z;MSPOT;AOF;MSPOTAOF;MSPOTAOFEKGYO;SI;0;0;0;0;;0;0;0;0;0;0;0;0;0;0;0;0;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2020-11-26;EKGYO.E;EMLAK KONUT GMYO;;Z;MSPOT;EQT;MSPOTEQT;MSPOTEQTEKGYO;SI;0;1;1;0;;0;2.05;2.07;2.07;2.05;2.1;2.08;2.08;1.463;2.08;2.09;2.075;818043571.34;394146704;48469;0;8189725.23;3956389;243;28788918.08;13840826;658;818814.88;393661;26;2.05;2.1;2.074;210880108.82;101685891;18226;0;0;0;0;0;0;0;0;0;1
2020-11-26;ENJSA.E;ENERJISA ENERJI;;Z;MSPOT;EQT;MSPOTEQT;MSPOTEQTENJSA;SI;0;1;0;0;;0;10.41;10.45;10.45;10.33;10.51;10.45;10.45;0.384;10.45;10.48;10.436;55450089.57;5313407;4121;0;286110.55;27379;42;485789.15;46487;35;216356.8;20704;10;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2020-11-26;ENKAI.E;ENKA INSAAT;;Z;MSPOT;EQT;MSPOTEQT;MSPOTEQTENKAI;SI;0;1;0;0;;0;7.08;7.11;7.11;7.04;7.12;7.1;7.1;0.282;7.1;7.11;7.073;14981570.53;2118097;4084;0;130006.35;18285;41;468898.2;66042;39;42.6;6;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2020-11-26;EREGL.AOF;EREGLI DEMIR CELIK AOF;;Z;MSPOT;AOF;MSPOTAOF;MSPOTAOFEREGL;SI;0;0;0;0;;0;0;0;0;0;0;0;0;0;0;0;0;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2020-11-26;EREGL.E;EREGLI DEMIR CELIK;;Z;MSPOT;EQT;MSPOTEQT;MSPOTEQTEREGL;SI;0;1;1;0;;0;11.7;11.75;11.75;11.64;11.91;11.86;11.86;1.368;11.85;11.86;11.784;236948371.67;20106854;11414;0;1275392;108544;98;5922314.72;499352;126;587663;49550;26;11.64;11.9;11.758;35556012.14;3023935;2147;0;0;0;0;0;0;0;0;0;1
2020-11-26;ESEN.E;ESENBOGA ELEKTRIK;;Z;MSPOT;EQT;MSPOTEQT;MSPOTEQTESEN;SI;0;0;0;0;;0;17.57;17.57;17.57;17.3;18.33;17.69;17.69;0.683;17.69;17.7;17.84;113127761.16;6341310;23642;0;300552.42;17106;118;292398.01;16529;82;53246.9;3010;32;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2020-11-26;FROTO.E;FORD OTOSAN;;Z;MSPOT;EQT;MSPOTEQT;MSPOTEQTFROTO;SI;0;1;0;0;;0;123.3;124.4;124.4;119.4;125.3;124.6;124.6;1.054;124.6;124.7;121.868;78119591.7;641019;6716;0;274426.4;2206;32;4250106;34110;111;204344;1640;20;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2020-11-26;GARAN.AOF;GARANTI BANKASI AOF;;Z;MSPOT;AOF;MSPOTAOF;MSPOTAOFGARAN;SI;0;0;0;0;;0;0;0;0;0;0;0;0;0;0;0;0;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2020-11-26;GARAN.E;GARANTI BANKASI;;Z;MSPOT;EQT;MSPOTEQT;MSPOTEQTGARAN;SI;0;1;1;0;;0;9.07;9.15;9.15;9.08;9.35;9.34;9.34;2.977;9.34;9.35;9.221;3643615375.7;395208456;53806;0;17593382.1;1922774;327;55401031.92;5931588;422;11907341.84;1274876;139;9.08;9.35;9.193;420812381.8;45775814;5531;8.9;8.9;8.9;13350000;1500000;1;0;0;0;1
2020-11-26;GOODY.E;GOOD-YEAR;;Z;MSPOT;EQT;MSPOTEQT;MSPOTEQTGOODY;SI;0;1;0;0;;0;7.74;7.8;7.8;7.72;7.99;7.75;7.75;0.129;7.75;7.76;7.846;62868964.57;8012700;8375;0;171233.4;21953;55;592472;76448;68;4115.25;531;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2020-11-26;GOZDE.E;GOZDE GIRISIM;;Z;MSPOT;EQT;MSPOTEQT;MSPOTEQTGOZDE;SI;0;1;0;0;;0;6.36;6.4;6.4;6.36;6.52;6.45;6.45;1.415;6.44;6.45;6.443;78657439.9;12208402;6089;0;661120;103300;43;851554.8;132024;80;881534.4;136672;45;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
